"en","acrobatic","en","acrobatics","en","acrobatically","fr","acrobatie","fr","acrobatique"
"en","acrolon"
"en","acromion"
"en","acron"
"en","acronym","en","acronyms","fr","acronyme"
"en","acrophobia","en","acrophobic"
"en","acropolis","fr","acropole"
"en","across"
"en","acrost"
"en","acrostic","fr","acrostiche"
"en","acrylamide"
"en","acrylic","en","acrylics","fr","acrylique"
"en","acryptic"
"en","act","en","acts","en","acting","en","acted","fr","acte","fr","agir","fr","agira","fr","agissons","fr","agit"
"en","actifier"
"en","actinic"
"en","actinide"
"en","actinium","fr","actinium"
"en","actinoid"
"en","actinolite"
"en","action","en","actions","fr","action"
"en","actionable"
"en","actional","fr","actionnel"
"en","action-packed"
"en","activate","en","activates","en","activated","en","activation","en","activations","fr","actionnant","fr","actionne","fr","actionnement","fr","activant","fr","activation","fr","activé","fr","activer"
"en","active","en","actively","fr","actif","fr","active","fr","activement","fr","agissant","fr","agissante"
"en","activist","en","activistic","en","activism","fr","activiste"
"en","activity","en","activities","fr","activité"
"en","actor","en","actors","fr","acteur"
"en","actress","en","actresses","fr","actrice"
"en","actual","en","actually"
"en","actuality"
"en","actualization"
"en","actualize","en","actualizing","fr","actualiser"
"en","actuarial"
"en","actuary","en","actuaries","fr","actuaire","fr","actuariat"
"en","actuate","en","actuation"
"en","actuator","fr","actionneur"
"en","acuity"
"en","acumen"
"en","acupressure"
"en","acupuncture","en","acupuncturist","fr","acupuncture","fr","acuponcteur","fr","acupuncteur"
"en","acusia","fr","acousie"
"en","acute","en","acutely","en","acuteness","fr","acuité"
"en","acyclovir"
"en","acyl"
"en","acylate"
"en","ad hoc","fr","ad hoc"
"en","ad hominem"
"en","ad loc"
"en","ad nauseam"
"en","ada"
"en","adad"
"en","adage","fr","adage"
"en","adagio","fr","adagio"
"en","adamant","en","adamantly"
"en","adamantine","fr","adamantine"
"en","adamine"
"en","adamite"
"en","adam's apple"
"en","adapt","en","adapting","en","adapted","en","adapter","fr","adapter","fr","adaptateur","fr","adapte","fr","adapteur"
"en","adaptability","en","adaptable","fr","adaptabilité"
"en","adaptation","en","adaptations","fr","adaptation","fr","accoutumance"
"en","adaption"
"en","adaptive"
"en","adaquarium"
"en","adbat"
"en","add","en","adds","en","adding","en","added","fr","ajouter","fr","ajoute","fr","additionner"
"en","add to","fr","adjoindre"
"en","add up"
"en","add-on"
"en","addend"
"en","addendum","en","addenda","fr","addenda","fr","addendum"
"en","adder"
"en","adderall"
"en","addian"
"en","addict","en","addicts","en","addicted","en","addicting","fr","accro","fr","addict","fr","addicter"
"en","addiction","fr","addiction","fr","assuétude"
"en","addictive","fr","addictif","fr","addictive"
"en","adding machine"
"en","addition","en","additions","fr","addition","fr","ajout"
"en","additional","en","additionally","fr","additionnel"
"en","additive","fr","additif"
"en","addle","en","addling","en","addled"
"en","addlebrained"
"en","addle-headed"
"en","addle-minded"
"en","addlepate","en","addlepated"
"en","address","fr","adresse","fr","adresser","fr","allocution"
"en","adduce","en","adduced"
"en","adduct","en","adducting"
"en","adduction","fr","adduction"
"en","adductor","fr","adducteur"
"en","addy"
"en","adeem"
"en","adenine"
"en","adenitis","fr","adénite"
"en","adenium"
"en","adenoid","en","adenoids"
"en","adenoidal","fr","adénoïde"
"en","adenoma","fr","adénome"
"en","adenopathy","fr","adénopathie"
"en","adenosine","fr","adénosine"
"en","adenyl"
"en","adept","en","adepts"
"en","adequacy","fr","adéquation"
"en","adequate"
"en","adhere","en","adheres","en","adhering","fr","adhère"
"en","adherence","fr","adhérence","fr","adhésion"
"en","adherent","en","adherents","fr","adhérent"
"en","adhesion","en","adhesions"
"en","adhesive","fr","adhésif"
"en","adiabatic","fr","adiabatique"
"en","adieu"
"en","adios"
"en","adipectomy"
"en","adipose","fr","adipeux"
"en","adipose fin"
"en","adiposity","fr","adiposité"
"en","adit"
"en","adjacent","fr","adjacent"
"en","adject"
"en","adjective","en","adjectives","fr","adjectif"
"en","adjoin","en","adjoining","en","adjoined","fr","attenant"
"en","adjoint","en","adjointness"
"en","adjourn","en","adjourned"
"en","adjournment","fr","adjournment","fr","ajourner"
"en","adjudge","en","adjudged"
"en","adjudicate","en","adjudicated"
"en","adjudication"
"en","adjudicator"
"en","adjunct","en","adjunctive"
"en","adjunction"
"en","adjure"
"en","adjust","en","adjusting","en","adjusted","fr","ajuster"
"en","adjustable"
"en","adjusters","en","adjuster"
"en","adjustment","en","adjustments","fr","ajustement"
"en","adjutant"
"en","adjuvant","fr","adjuvant"
"en","ad-lib","en","ad-libs"
"en","adman"
"en","administer","en","administers","en","administering","en","administered","fr","administrer"
"en","administrate","en","administrating"
"en","administration","en","administrations","fr","administration"
"en","administrative","fr","administratif"
"en","administrator","en","administrators","fr","administrateur"
"en","admirable","fr","admirable"
"en","admiral","en","admirals","fr","amiral"
"en","admiralty","fr","amirauté"
"en","admirance"
"en","admiration","en","admirations","fr","admiration"
"en","admire","en","admires","en","admiring","en","admired","fr","admirer","fr","admire"
"en","admirer","en","admirers","fr","admirateur"
"en","admissible"
"en","admission","en","admissions","fr","admission"
"en","admit","en","admits","en","admitting","en","admitted","fr","admettre","fr","admettons","fr","admis"
"en","admittable"
"en","admittance"
"en","admittedly"
"en","admixture"
"en","admonish","en","admonishes","en","admonishing","en","admonished","en","admonisher","en","admonishment","fr","admonester"
"en","admonition","en","admonitions","fr","admonestation"
"en","adnate"
"en","adnoun"
"en","ado"
"en","adobe","fr","adobe"
"en","adolescence","fr","adolescence"
"en","adolescent","en","adolescents"
"en","adopt","en","adopts","en","adopting","en","adopted","fr","adopter","fr","adopte"
"en","adoptability"
"en","adoption","fr","adoption"
"en","adorable","fr","adorable"
"en","adoration"
"en","adore","en","adores","en","adoring","en","adored","fr","adorer","fr","adoré","fr","adore"
"en","adorn","en","adorns","en","adorning","en","adorned"
"en","adornment","en","adornments"
"en","adrenal","en","adrenals"
"en","adrenaline","fr","adrénaline"
"en","adrift"
"en","adroit","en","adroitly","en","adroitness","fr","adroitement"
"en","ads"
"en","adsorbed","en","adsorbent"
"en","adsorption","fr","adsorption"
"en","adsum"
"en","adulate","fr","aduler"
"en","adulation","en","adulator","fr","adulation","fr","adulateur"
"en","adult","en","adults","fr","adulte"
"en","adulterate","en","adulterates","en","adulterating","en","adulterated"
"en","adulterer","en","adulterers"
"en","adulteress","en","adulteresses"
"en","adultery","en","adulteries","fr","adultère"
"en","adumbrate","en","adumbrated","en","adumbrating"
"en","advancement","fr","avancement"
"en","advance","en","advances","en","advancing","en","advanced","fr","avance","fr","avancée","fr","avancer","fr","avançons"
"en","advantage","en","advantages","fr","atout","fr","avantager","fr","avantage"
"en","advantageous","fr","avantageux"
"en","advect"
"en","advent","fr","avènement"
"en","adventitious","fr","adventice"
"en","adventure","en","adventured","en","adventures","en","adventuring","fr","aventure"
"en","adventurer","en","adventurers","en","adventuress","fr","aventurier","fr","aventurière"
"en","adventuresome"
"en","adventurous"
"en","adverb","en","adverbs","fr","adverbe"
"en","adverbial"
"en","adversarial"
"en","adversary","en","adversaries","fr","adversaire"
"en","adverse","fr","adverse"
"en","adversity","en","adversities","fr","adversité"
"en","advert","en","adverts"
"en","advertence","fr","advertance"
"en","advertently"
"en","advertise","en","advertises","en","advertising","en","advertised"
"en","advertisement","en","advertisements","fr","affiche"
"en","advertiser","en","advertisers","fr","annonceur"
"en","advice"
"en","advisability","en","advisable"
"en","advise","en","advises","en","advising","en","advised"
"en","adviser","en","advisers"
"en","advisor"
"en","advisory"
"en","advocacy"
"en","advocate","en","advocates","en","advocating","en","advocated","en","advocation","en","advocator"
"en","adware"
"en","adze","en","adzes"
"en","adzuki"
"en","aebleskiver"
"en","aedile"
"en","aegis"
"en","aegopodium","fr","aegopodium"
"en","aeolian"
"en","aeon","en","aeons"
"en","aeonium"
"en","aerate","en","aerates","en","aerating","en","aerated","en","aerotor","en","aeration"
"en","aerator","en","aerators"
"en","aerial","en","aerials"
"en","aerial ladder"
"en","aerie","en","aeries"
"en","aero"
"en","aerobar"
"en","aerobatic","en","aerobatics","en","aerobat"
"en","aerobic","en","aerobics","fr","aérobie"
"en","aerodrome","en","aerodromes","fr","aérodrome"
